SOURCE,TARGET
163707825,163879834
163817848,163866724
163814695,163814697
163804238,163886868
163652680,10273387
166491753,163810144
163588513,163670754
163656365,163808917
163823180,163866795
19596186,163876058
168129820,167171369
163737483,163841125
166069787,168117086
163817587,85425122
163597291,163597286
164774193,164097575
163589307,163823983
163832310,166491753
163864995,59128486
163743252,163912578
163654828,163836068
89336633,163656773
163584363,166067458
164097575,166499749
165844269,164775806
165837200,166069123
163909230,163909216
168116219,167703048
168116219,163670725
163673319,163673316
168140441,164161372
1180975,79570282
166082779,163670721
166094123,163670721
163587574,163849747
165905696,166075249
163673317,163673316
163834042,163834047
168116219,168116407
163654807,163654533
121010140,163862423
163902065,163902069
168112953,163649317
14833419,163585648
163816956,163818570
163736507,163736510
22389187,163833376
163663743,163869970
163810729,163886422
166074365,163670754
163585800,163679585
165850461,134244855
163653389,163653388
165844275,166075249
166081455,163670721
163591800,163804238
163734658,163734651
166519503,166519508
163613271,163679585
168135949,168135951
4232201,163868069
163670721,10273344
37018827,163671671
163649913,163649829
163806008,163806006
168139100,168139106
163704245,163704239
168115307,168115309
163621152,163621153
165549056,163806278
36544650,163828447
163586130,135600096
163700490,163700489
163734010,163734005
168110124,168110390
163687229,168112604
163679001,163678997
165853728,165867321
84172327,163852331
163806006,146170876
163657766,163670571
164883259,168112953
10206666,163841537
163631012,91665078
166104688,163670754
163815371,163815368
166101014,163670721
23784216,163879834
165860780,168218829
163631028,91665078
40937342,163804176
163687941,163807968
166074488,163677143
10287910,163892595
163704239,163824118
166090346,163734658
163631022,91665078
163656784,163656773
163902376,166074488
165852701,166075249
163901975,163901981
163631017,91665078
163671702,163671931
163666638,163666641
165848390,164903662
163631030,91665078
163707845,163828447
163668300,163815908
163815908,163815905
163683424,62294139
163726157,163802964
163650973,163806006
56475009,163875389
166540325,166540331
166071216,163670754
163734658,168175802
163653024,163653023
166069722,168117086
168129270,167124783
163586489,168163428
164757136,163649809
163832319,163832295
163709050,163828447
163676037,78794676
164897260,163815402
163818958,163818961
163846821,163846705
163592539,163670721
163687229,163687205
163711168,163670721
168113260,163675072
168209105,168209108
22389187,18230959
163631037,91665078
163667312,163667314
163670739,163670571
163631025,91665078
163813383,163813379
163667314,163667318
163817787,163866509
165888471,165888475
163822047,100252189
163670756,163670571
163817845,163817848
168147763,168148513
163631027,91665078
163631011,91665078
89199852,163867640
163700489,163700491
165126137,26628747
163631021,91665078
163804197,163804154
135600096,163586382
62082825,168139417
163691250,163691247
56939285,166073776
48863516,163824318
163902002,163902010
163803277,163802964
163884689,163673579
163883159,163879834
163719190,163720183
168124215,167743090
165867316,165867321
166067288,163714914
163814697,163866226
165888449,56227025
163686831,163832330
163707240,163879834
163631047,91665078
51762733,163683404
163709050,163804154
163592544,163670721
163700259,163700258
163854255,163852756
163708442,163828447
163586160,116599983
163808006,163808003
19498457,13817698
56227025,165888456
166082162,163670754
163737488,62488229
163656791,163656773
10273387,163656365
164110152,4656658
67711554,163909216
163834045,163834042
163810129,163810123
166073965,163670754
163745884,163746038
163654909,163654905
167743519,163670739
163654905,163832331
163693766,163879834
163589773,163843547
163584288,163654346
163631045,91665078
163649809,163649807
168124185,164110152
163804238,163804154
163901993,163902002
122524248,168148842
163656787,163656773
163826208,163826205
167171369,5577545
165888740,165888745
163806010,163806006
163653909,163653803
163806007,163806006
163635936,159890798
163584885,163584913
163809271,36828290
163903519,163903518
163654809,163654533
4288021,163806006
166508290,62492389
10273387,163734005
165850457,165850461
163663140,134211942
163631020,91665078
163586160,164099729
165837296,159890798
163715559,163715557
168116219,168128618
128622661,163841603
167194345,163666413
163585269,168117086
163711859,163670754
168116219,168116387
163656781,163656773
168114309,167751587
163815371,166529472
163854971,163584893
163612845,163670721
167748859,71547938
48634174,163867278
165869274,168162716
168139417,168139421
163673579,163809013
163691027,166491668
163896042,166521556
163652913,163806006
163599349,163670754
168148474,167194345
165889088,165212084
8940681,163828447
165887934,163670754
163687210,163687229
163671931,166501849
163867640,163867633
163673579,163673320
51828013,163849777
165907172,164917480
163711162,163832330
163631032,91665078
163700819,163700826
163631024,91665078
163806255,163895482
163687209,168113260
163737483,163737488
163592533,163670754
163708862,163867633
51467082,163867656
163705409,163708804
163691247,163804154
163653803,163832330
165875286,166093156
165913239,163670754
163856331,168124215
163670754,22389187
163736510,163835407
163852250,163852015
163822045,163822047
163592176,163879834
163816525,163818958
166540331,163809520
163656782,163656773
163715559,163837303
163808006,163832295
163584951,168117086
166080425,163670754
166093156,163670721
168163428,163830860
163585954,163586160
163592724,163670754
84260632,14833419
22389187,15862547
34699515,163813379
163589773,163589686
85425122,163817787
163654653,163654533
163649814,23433442
163672196,163672198
163631009,91665078
163724858,163903202
163597291,166507352
166073965,168134128
163656773,163818879
165855080,163670754
79578850,168140441
163810719,96491400
163631042,91665078
163700258,163824318
56939285,168166806
93338465,163670721
163587574,163652680
128930359,163666638
163584913,163886377
163584913,164110525
163709050,163887041
165860514,163670754
168115594,166502192
36828290,163672188
163586066,163586069
165838607,165838720
163708804,163708828
74128228,74110972
163667986,163667989
163720718,163720719
163709728,163824318
163631049,91665078
163832318,8017983
168126059,167748859
165888475,165888485
139397810,163657766
163621148,163670721
163592537,163670721
163631023,91665078
163656783,163656773
163895324,163895320
163849777,34702565
163700473,166515571
165853613,163670720
56939285,163670754
44138313,168110124
163631041,91665078
166092497,163854929
163662271,163813936
163621153,26119367
165844275,163652365
163837302,163837299
163631050,91665078
168148842,53253911
165840737,165867321
163657766,163657763
163804176,163804154
10273387,1183087
145395467,163704239
163892367,110785549
163687957,163670754
163720183,163901553
163708442,163829972
93183233,163810729
163683938,19498457
165862943,163591909
168148513,168148519
163654648,163654533
163631014,91665078
163709050,163824318
167124783,168129806
163587333,163670754
163888959,163888966
163653023,163832330
163854971,163854961
101010110,163820070
163901640,163901905
163621153,167954487
10273387,70235152
163902069,163902073
163667989,166495212
166508290,168126054
163807994,163807990
163807968,163807966
163678953,163678950
163631013,91665078
167751587,166846683
128341240,163824318
163584264,163670754
165837200,165837460
166073776,168129086
163805794,166529253
168207443,163649814
163901912,163901975
165853613,165853618
163591591,163708442
163631015,91665078
163901905,163901909
163700826,163701142
163656789,163656773
163592451,163670754
10273387,97717747
10273387,163655099
51828013,40426667
57813871,48634174
58903303,8017983
163672471,74128228
163820070,163820072
165838720,165838723
163649810,163808006
163691247,163886060
163811234,163826208
163664750,163815371
163883421,163879834
168194819,111236030
163670754,163670571
51828013,166505857
51828013,125410338
164795873,163837302
165879982,163670753
165212084,80994863
168115303,168115307
163631019,91665078
163673316,163862515
140496338,163806006
165872867,166092497
59128486,165841038
163849750,163849747
163805240,163865136
165848390,166071244
163815402,85424176
163631018,91665078
167149656,168135949
163710833,163670754
163818570,163818685
166515571,163885824
30929720,163734081
163690262,163867640
163714914,163714907
22376572,163722640
51828013,163832331
166076889,163670721
163666413,128930359
163654834,163813929
163709728,163709725
163586069,163586071
167748861,168139100
42117319,163828447
76997241,163670754
163631044,91665078
85695151,163824318
166077120,163670754
233254606,299124573
265537631,299054535
299041250,300413520
298940612,299196828
299113298,299112722
88056278,300980293
298778678,300514562
299054535,264173865
300549641,300549645
299106141,299106145
300325753,298732734
239726022,299105244
298984800,299155002
298772342,300514562
298977168,299089357
299087527,299373434
299000353,299000350
298772673,300514562
298946290,298946343
298712418,298960746
298955271,298955273
299197493,299197093
119906067,299083083
238109594,298998897
298960746,110936971
57663929,300142336
299182869,299182874
298792703,299192062
299360442,299362469
88056278,299086174
298746999,298747004
300259472,298682317
298778684,300514562
298733821,298733818
299116897,299116899
299104529,299104533
299017515,299197493
231460099,298964623
299340446,299340449
298779483,300514562
299082509,301216951
300546652,299113295
299337130,299337133
299066881,299066884
258414719,191485901
298720673,299041250
298796027,300514562
299186881,299186883
298743152,298754826
298979488,298979491
179377388,299178009
299047105,301181699
299047105,300413520
298998897,299113433
299337133,129966914
298778305,300514562
187799860,140101339
298743152,298980080
298750516,233254606
299116890,299116897
299173799,299173797
299197218,301225598
298696307,298952385
299032441,106272811
299186883,299186888
300259465,300259468
298686622,298743152
298459987,299339145
136453004,180048665
298688386,266426190
298969526,298969520
298940343,299050761
16303613,253036045
298700303,300514562
298969532,299154355
298691183,300514562
298942721,37564460
299197218,299196854
266426190,299076226
267536304,299198888
298771517,300514562
298943759,299198888
299104001,299104529
299116897,299326272
298771535,300514562
280855264,258414719
78186199,255669685
298984804,298984800
298687535,299088845
299089373,299089357
299057874,299057888
300546312,300546315
298952385,298952390
283478831,299178143
298942342,299108630
298760985,300514562
301238410,301238413
298459988,299196837
299197882,299196854
298687600,298687599
230902434,299186205
300287619,241553055
299105235,299105240
299113295,299112722
299173797,299173800
299066839,299066881
298940612,298940615
299076247,283478831
299105231,299105235
298682317,299155002
298693474,298940343
253900524,301185489
298772476,300514562
299152572,299715107
299155665,299715107
300262603,201348704
299183086,299183088
298992353,299196828
300522350,299113298
298682328,112891947
298953168,260763400
230902434,299175206
299057079,299057874
241292943,136453004
298978213,298977869
88056278,179377388
298937681,300524113
298977166,298977168
299186205,299327337
298794999,299089357
299715107,301234911
298693487,298693491
300549640,300549641
224479797,298754358
298778675,300514562
256673616,136453004
300325747,300325753
299182681,299182869
299113328,299373434
298691839,298952385
219737516,298937116
298969532,299369688
243820654,299155002
300296044,301189854
299075099,299082509
298693364,298952385
298946343,299155002
298733818,298977737
298979979,298979974
298771521,300514562
126862524,219737516
301238413,301238621
298978387,298977869
300263015,300215154
299112716,299373434
300259043,300259465
299107790,299155002
298726948,298969526
298732656,300514562
298955273,298955275
300546315,300546317
88056278,298721024
236488576,298940612
300287619,300287624
299106141,299338864
179377388,299177967
299085361,299085357
77153623,253900524
233254606,299047719
298760979,300514562
299175508,299172430
299105240,239726022
56207766,299150065
255745729,298953168
298802050,299099032
298776484,300514562
299094038,299140003
179377388,299176487
300325880,299155120
298717137,299197938
179387232,150964698
300287518,300287619
299183085,299183086
298768931,299112287
298978213,298998914
298778689,300514562
299178069,299178067
298745884,299191405
299192392,299329271
299340443,299340446
298743163,300581345
300548529,257799646
298739462,298738733
300524113,300524254
230109790,298942721
298682317,298682312
298778691,300514562
298717137,298717133
299197493,299196854
299107790,299107788
299186941,299186943
258414719,301302503
299175508,299175505
298721023,88056278
179377388,301179294
15059745,299073835
299083083,299191307
298978386,298978387
299155120,299155002
299120477,299381591
300648850,300501024
299072145,301227016
300262599,300262603
299036065,299036062
298745884,298745878
298725216,298979488
298946343,299051495
299197877,300501024
299336390,16303613
298726938,298969532
298778677,300514562
299105833,299106141
258414719,300516237
300262342,299388053
299108630,299108948
298747004,298980093
150964698,300262325
299185442,299185347
253036045,187799860
299113295,132730681
278498381,299099025
365278432,386034554
382887431,382999590
382966985,382966983
254114773,381159266
1066033,380586131
376202499,209437436
386143124,373132938
383596476,386046317
375935763,379590635
379699684,382881484
376207833,386011230
141450188,381898699
382885830,380211670
380567484,365278432
382997274,382997214
382917403,382997214
382885833,382885830
385981357,337489981
379947316,382881077
376262781,379908016
382917038,381143893
382983066,340705950
260637053,383023532
282461572,141450188
385963310,380899242
4441119,28567699
345242458,381120038
1066033,386311629
261675287,382913650
383015702,383015697
32137715,1066033
337725330,358376237
386144935,386144938
376294434,350941662
382907578,382909859
383110357,386129777
382981141,371399596
382884904,382993410
382979429,339659518
368085410,141450188
163730616,380202118
386081283,386142644
386048450,386048455
382990185,292789008
386054140,226209294
382908288,332489643
1066033,128564336
385985983,382990185
166359245,37937455
320558688,375904067
386042437,382981141
386002498,379575449
10529218,385981210
382941200,381143893
383024659,379699708
26331684,383433445
376197987,376254979
35874329,386327618
311428789,376216549
1066033,383023532
382909859,382911698
386209877,382966985
386052970,141450188
1066033,278373565
382894276,382894271
367211722,382884904
351200625,382912468
386142644,369549542
1066033,248676702
327205343,382989698
383017061,386306752
376200615,381120117
337589877,381143893
275639359,383076239
383024659,383024532
1066033,278372982
191418207,386169310
132990818,386139120
382920729,382920570
228828913,340701837
8482106,383603105
1066033,379699315
1066033,315611072
383592611,386046317
376224570,383073492
382948348,382989698
1066033,379947635
385996044,383076239
1066033,383061849
382921103,382921353
386046317,383818569
386010335,363213521
376216107,385995391
376265244,332489643
1066033,347043601
321374574,386321759
376192239,385958773
376245770,379928806
376216107,342996983
383015701,383015697
309518358,381120117
1066033,109129055
279865381,382989698
335703623,386095359
386142644,386161499
386039901,386039916
213782357,386143124
341107999,382895327
321297514,10529218
382945607,382967242
195848822,382984800
1862664,382979098
279669571,381454318
19259827,4441119
382019724,381762810
382966985,144513809
268970097,321333487
16218858,386317725
335070116,379590635
386169310,34778608
375935763,382886069
1862664,382989698
37937455,293286776
386210024,60897475
381762810,386209877
10529218,368141189
10529218,342845920
383024533,383024532
235327472,380138466
10529218,83384744
1066033,382967256
376203943,385981357
376193018,368085410
382913366,328072688
382980847,382980844
319922710,379635470
376202657,386095359
1066033,380209816
337725330,382880021
376284449,386087498
382887431,380211670
383720353,386039901
375935763,160458195
376237852,381120031
383139709,383013491
382942748,382942746
382895327,382895332
376206179,386011230
382984708,210936064
252175579,383076239
385963305,385963310
382912468,380517168
376215836,376216107
379947316,382885689
340698296,386144935
347788391,382989698
337725330,381159266
383015697,379915858
1066033,278373339
379597061,383024659
376262781,367042822
275639359,382990185
335070116,379928822
385982200,386140988
376269842,360652576
383011035,381143893
376193474,383433445
382920729,382965414
270689870,382885830
382907481,382972395
11375382,380349935
258107867,386015067
383026611,337914951
382894276,386081148
254114773,256552362
10529218,379930427
383011036,381143893
383024328,383024265
375935763,379928822
383071917,386145861
310430278,354225116
379947316,382886540
252244444,298643889
29515797,383076239
376205345,209437436
383603105,337918516
381898999,35874329
60897475,383054938
375750774,381120031
381454318,327440825
347223559,337201850
386080769,383054642
50729247,358025050
385973474,386119869
376242427,385985983
386114711,382881378
346853720,382997214
386009505,386010335
382913283,382913366
385990133,139720253
376202522,209437436
376224570,322316485
376285580,376285584
382885974,383089371
60781887,371281468
376285580,381159266
386119869,382072039
1066033,382968447
386037744,386304684
1066033,382989698
386054140,386087498
1066033,1066031
383013491,383013488
280609831,382887431
382965685,321362440
382906826,382997214
1066033,330524149
379947316,382886183
382895697,382895701
383024328,386270817
382233259,380809058
382909118,50729247
382884904,383024532
382885690,378670915
386080967,330274372
375935763,380205760
386031543,386086396
298643889,327975534
382997239,382997214
383011038,381143893
11361256,228828913
335070116,382886069
385963310,386087498
376248487,386114711
382933705,381143893
146800503,381120117
386129777,383110342
210936064,195848822
249221797,235327472
337201850,321926566
376214675,381454809
382921099,382921103
376294431,376294434
1066033,235101519
376297732,382920729
382887229,382887115
385973869,335070116
48724729,383001779
335703623,386126104
382230722,382911796
376248498,386114711
376216549,376222854
382997236,382997239
376245770,385979942
382882241,382997274
386086396,380151037
382990185,382989698
382982953,382983066
382913648,261675287
344318746,386102111
382972395,381780206
366752725,386039901
385982200,386141471
386015067,386080769
386086396,379915858
383011037,381143893
337725330,386095359
376211461,386032008
382895701,382895707
385982200,386141483
1066033,109128784
379947316,382885975
382911796,382911803
1066033,236249411
376214675,266699492
1862664,4449438
201472090,344275568
376197987,159289741
383032335,382894276
1066033,382979098
47910041,383071917
376204184,382920729
355009236,355009201
355219007,355237240
355099347,355099338
6809486,355180656
355009240,355009201
355090829,355090827
28361537,195866813
28361537,355006827
131738945,355160167
355110526,355999627
355159400,355168511
355190258,194854513
28361537,355289715
355108115,355168948
355225765,355228415
355101216,355164733
8819305,355124179
355164742,355102483
355008037,355174807
355006355,355006338
155198145,39135216
355183283,355221985
355008923,355008922
160056789,355099338
355221739,355237639
355092764,355174807
355219371,355237302
355157557,355367967
355003546,355003545
355127329,355106752
355198458,355198461
355218959,355237671
355090888,355174807
355157574,355368449
355005458,355005453
355124179,355090408
355004443,355180977
355090401,355090399
355940695,355124902
355007578,355174807
355009233,355009201
355004642,355004638
355009231,355009201
355099191,160224774
355099344,355099338
355107786,355107792
355124089,355174807
355008331,355174807
355127553,355174807
355109609,249771942
355108707,148805796
355007653,355174807
160230244,355006338
355153493,202997301
192942618,355008334
308619769,190955997
355008904,355174807
355127395,355127393
355167096,355167092
355175612,355174807
355090248,355174807
355176017,355174807
355004666,355004661
355099346,355099338
355004666,355173889
355126311,355006856
355175310,355174807
355175641,355174807
355118062,355219718
355128816,355942876
355118062,355118058
355190927,355102398
355175620,355174807
28361537,355005653
355090222,355174807
355003646,355174807
355011080,355099338
355009694,308619769
355092020,355174807
355006752,154748039
98970456,355230735
217662341,355006338
355182403,229266830
355092052,355174807
170908997,355009201
355109699,174075517
355009170,355174807
355003549,355174807
28361537,355006381
319613720,355107738
355954599,355176016
355110896,355110272
355009659,286791108
355098546,355156781
355099343,355099338
355009201,355158275
355009214,355009201
355163747,144693710
37977412,189449417
355153499,355207226
355179814,355110981
355237671,355095684
355127387,355174807
355007676,355174807
355005780,355102166
355175094,355174807
355179829,355094142
355099353,355174807
346183134,355556097
355102309,355174807
355090948,355174807
355161170,41796997
28065339,355009201
355006361,355006338
355009224,355009201
355007601,355102260
355102166,355174807
355198554,270315425
355111423,278587941
255588914,355556097
355090242,355174807
355124902,355007316
355102430,355174807
355099199,355117842
355135844,355135838
355091812,355174807
355003528,355174807
355963984,355238648
355237671,355099310
355958562,355204001
186317117,355195875
355126787,162936930
202997301,355176058
355006792,187475053
355127382,355174807
355157488,355371615
355102319,355174807
355128270,355174807
355098236,355174807
355956668,355124164
355213166,355236657
355007264,355181806
355002303,355236657
355005725,215596974
355237302,355099191
355216460,355238329
355090491,355174807
355090526,355154220
355099092,191598897
160227414,355236739
355190254,355190258
355099095,355099092
355090237,160230289
355009023,355174807
355121186,355170344
355176016,355174807
355092783,355174807
355007668,355174807
355008589,355174807
355095684,355095683
355008608,355118062
155198145,355986528
160230289,355097982
355941539,355126772
355005786,355161170
355190679,344033410
355003622,355174807
355175314,355174807
355127360,355004642
355102292,355174807
355007634,355174807
355006362,355006338
355003609,355174807
355127542,355174807
355102312,355174807
355009225,355009201
355006710,53088346
356003168,355509830
145546399,355006846
355172027,355172025
355127393,355174807
355127289,160230244
355204001,355203999
355006356,355006338
355012188,355012184
355219435,355238070
355218872,355237235
163017849,355098803
355003563,355174807
28361537,355005650
355127599,355174807
355009220,355009201
355237240,355099265
229560293,355098222
355009206,355009201
114546331,204627100
355218995,355238138
355107758,355370886
355106431,355159400
355176013,355174807
355206238,355115528
355198470,355198554
355102400,355102388
168088964,355089246
355160125,261880597
355215712,355237654
355124902,64261740
28361537,355121931
355175150,355174807
104387718,355009201
355007576,355174807
102882901,265851038
355940886,355125661
355093295,355155548
187475053,355121503
355199657,355218928
355095685,355164125
355215771,355237639
355208500,355217694
11235277,355228415
29768684,205697063
168320239,355167092
28361537,355007121
67894014,355009201
355004127,355174807
355940648,355126750
355175749,355174807
355238070,355099165
355101217,355101216
355160160,131738945
355003586,355174807
355008601,355174807
355008957,355174807
355092090,355174807
355107117,355157638
355124191,355124179
355107738,355107734
355106752,117115574
355993859,355747932
355107798,355107801
355107816,355160061
355230684,355237690
355157376,355371572
355176010,355174807
355099223,355156730
355008925,355118062
355940598,355125671
355175608,355174807
355128816,355009941
355200745,355215771
355121935,355121931
273203456,355107786
355179442,355208879
355009216,355005725
355007609,355174807
355125155,355998064
146812295,355209778
355009189,355174807
355090394,355174807
355100579,114546331
355009241,355009201
355175146,355174807
164627899,286791108
355101216,216021722
355007121,163901928
355218928,212285121
355110982,355110272
355093297,355093295
355175095,355174807
355102492,355174807
355994400,355994401
355006059,235325477
355188819,355157800
355128259,355174807
355009218,355009201
355007354,355174807
355004874,355004870
346614756,145546399
355110999,355110272
355009047,355174807
355198453,355198458
355090390,355174807
61301942,355006338
28361537,155287260
355009230,355009201
355110520,355110272
355006710,355006381
355208879,355109555
355009244,355174807
355099092,355156488
355943297,355509830
355028364,286791108
28361537,355007143
355006352,355006338
355182095,274526878
355004154,355174807
355243712,355098181
355244272,355098545
28361537,355006860
355089246,171417576
355109199,355153692
355098803,40820182
355182414,355213497
355109611,355109609
355108839,355229424
355108698,355370886
355127538,355174807
355102442,355174807
355189385,355225771
355003610,355174807
355003601,355174807
355009408,355174807
355093786,355174807
355090229,355174807
355952821,355100385
355023332,355167227
355094741,355121166
355006934,165222044
355102322,355174807
355003638,355174807
355092070,355174807
141251813,355157364
355009653,355009655
355006048,355009201
355124190,355124179
355005437,355221681
355994382,355127914
355006353,355006338
224416247,355215712
355175635,355174807
355143378,169398233
355108839,23043266
355009945,355297154
355102260,195866813
28361537,355005673
355098550,355098546
355160701,355160705
355237235,97543988
355218971,156123536
355157492,355371822
355957092,355175319
355124077,355509830
355175604,355174807
355006054,235325477
355110531,355110272
355209089,355124210
355107816,355157296
355180977,355219371
355176009,355174807
161305380,355009201
191599992,355004666
355006942,289827365
355099350,355174807
85906008,355216658
355092241,355174807
355009226,355009201
28361537,110549870
355124068,160228915
355110893,355110272
155287260,286791108
355175639,355174807
355009010,355174807
355092822,355174807
355101915,355174807
355216021,182873346
355189385,355189381
355207226,355208624
355090722,160227414
187297790,355204374
355127891,355174807
155198145,355124164
355006363,355006338
355110533,355110272
305702619,355108707
200084216,355124179
355009242,355009201
355175648,355174807
355175535,355174807
355124210,355006720
355127544,355174807
355094142,355094139
355003598,355174807
355124183,355124179
355090509,355174807
355163743,355163747
355094159,355174807
355006817,355006813
355005707,219411250
355004367,355174807
355110893,355110999
355169780,355169777
355110999,355111000
298218618,355097982
141251813,211980711
355174807,355176021
355005689,40820325
355175141,355174807
355102483,355102482
355107801,355370886
67538952,355126708
355161170,355219391
355005650,355180262
355174897,355174807
355007570,355174807
355009239,355009201
355157800,355157798
27726123,355124179
355009209,355009201
355127748,355174807
355090378,355174807
355218971,355237639
355006938,355006934
356002212,355509830
355102448,355174807
355006364,355006338
355198567,355198569
355126262,214198067
355127800,355174807
355124185,355124179
355102228,355174807
355181868,355216016
355009237,355009201
355126067,199473756
355175319,355174807
355126770,164863334
355007333,355174807
355102407,355102388
355009196,355009195
355107811,355107816
355198554,255653128
355090233,355174807
355297154,355297158
193433289,355216460
355209778,355230690
355008923,145099003
355094039,355174807
355090201,355174807
355005707,355009064
355009180,355174807
355158974,355102260
355008341,355174807
355126738,355006817
355003616,355174807
355005780,355182396
355004364,186317117
322926574,355157557
355537469,355125830
355175327,355174807
355111423,355111418
355209781,355209778
355958547,355204001
355009195,355238405
355011078,355239156
46490456,355509830
355007266,286791108
355099345,355154084
355190201,355216021
355007026,85906008
355110537,355179814
355109541,215312416
145992719,355509830
355135844,355149227
320546304,355289638
355945770,355126067
355007121,274698075
28361537,183422424
355125661,355005645
355125155,355006710
140884284,355124179
309425988,355009201
24297727,355009201
355007674,355238405
355107801,355107804
355125158,297154633
28361537,355006869
355127429,355204058
28361537,355007209
355154220,355368435
355228994,355102400
355099363,355174807
355102194,355174807
355009229,355009201
355006338,355198753
355158275,167102034
355126263,355125155
355098803,193439060
355198470,200133774
355941267,355986528
355178422,355218971
355238369,355102260
355003724,355174807
176592851,355124164
355095117,355157574
28361537,355006907
355004642,355241511
223557536,355007264
355297154,355297156
355099345,355099338
355003632,355197877
28361537,355004624
355102188,355174807
28361537,241477156
355003545,355174807
175524704,355099338
355092063,355174807
355106406,102882901
355941461,355124164
355157582,101395130
355157638,322941453
355011611,355181076
226018856,355237990
355228942,190513838
355115528,355115524
189879425,355009201
355005453,355181018
355008590,355099338
355124098,355174807
355160124,355160125
229266830,355237639
355092036,355174807
355009651,355009653
355095685,355156241
355009210,355009201
28361537,355007247
355009206,355214583
292313450,355095685
355180737,355218995
355009216,355009201
355006359,355006338
355175625,355174807
355127914,355005707
355198465,355198470
355006360,355006338
28361537,355198866
355124205,355006720
355109695,355109699
28361537,235325477
355008569,355174807
355007610,355174807
355092714,355174807
355238648,355238405
355124082,355174807
28361537,355005700
355141040,355209778
224043203,355190679
355009246,355174807
28361537,182223312
355126770,355007100
355222058,355106383
355127787,355174807
355091558,355174807
355124127,355174807
355008031,355183283
355089246,355176137
355216016,355236965
355006782,355174807
355102217,355174807
355243712,355244104
355102377,355174807
355006708,355009201
355128274,355174807
16827115,355005780
355157364,226784994
355209780,355209778
355102455,355174807
355095613,355157488
355237240,355289635
28361537,355006942
355110886,355110893
355106383,324971958
355175646,355174807
347306925,355124205
355135848,355135853
28361537,130581640
355006354,355006338
355124186,355124179
355198569,355109650
1127922,95569699
6471147,99762763
312137693,93578798
93578798,65489253
92522988,92522927
91820836,95613428
63808117,57897409
92056542,92513578
97100894,234639476
92716559,71688231
96339864,96339862
6471147,92529676
3300754,92484536
95583084,92488144
91822723,91824627
91871374,95412253
92496774,92496771
96346517,96346545
95550217,95277984
17252570,92484536
4925897,92484536
90004257,266446714
94824040,94824045
92107945,92672681
91817699,91818529
89874177,94859846
91827886,91827892
91830074,92057029
92061595,92061668
91833540,92479117
92717605,92717878
92727857,101500539
6471147,94688299
92645139,92726978
92107945,96384483
92748480,92748485
102566054,95345279
92084689,92084704
45694893,237120074
229794258,115311254
91856303,92488944
91843787,91939456
314579037,71688103
6471147,96349368
92490749,92490744
91826109,91826117
91871396,91871516
92551246,92684602
95548592,95548628
23338692,98071238
96344954,96344959
4925897,95647100
5684082,97286854
91825101,92056542
35882707,243792186
46872603,95563186
1127922,92484536
95583081,95583084
93533109,96337922
96983842,326258449
92606197,96365231
92064646,92064651
95546692,93517525
91871516,68936310
96355654,96355659
91818020,92057335
10466931,92484536
94660763,95550802
93578801,96345717
11268475,92066359
92071160,95564488
115320703,103775423
6471147,96472461
91824410,91824413
92490744,92709286
23338692,115321278
115311254,96344393
95548628,95548631
91819537,92055886
109146533,119460152
91827892,91827947
92503358,92723429
93225404,103775422
91873465,91873469
92110626,92512070
23338692,95576455
92734845,96382039
91859572,94384955
92058993,95546692
92488944,47027874
96355659,93528959
96347471,94464517
92709575,92709572
96337411,93516045
96382039,93211226
96344468,96344467
86175371,92054901
92066218,95613428
92493909,92494703
119802682,96983842
95594014,95594231
92057029,95541017
92494703,92494706
23338692,96416823
73373383,93517465
92643074,92643080
92709745,93541623
23338692,65095721
95543159,95277603
93533109,95412253
23338692,92484536
6471147,97495492
95614382,94816356
6471147,95575872
6471147,92703963
95090984,96101960
350277808,89874177
3600683,92484536
3129785,92484536
2344688,92484536
91848868,92071911
92071911,95567040
95543393,95543478
92566590,92687360
6471147,98426796
6471147,98526627
9643427,92482171
92479117,92512070
92479117,92709572
96344633,96344637
92536734,96384483
92107945,93528081
92498671,92498759
91831936,91831942
5223045,92484536
92061358,92061362
92835249,92835261
96349393,229796179
91873469,94824450
57695967,92094000
35882707,92840272
95549813,95549828
6471147,92696461
91827950,91828478
266446714,119802693
92709504,94824450
92061387,92061595
119802699,109146533
91829302,91829452
6471147,277362271
103775423,318075440
95543154,95543159
91856254,120697106
91865076,92484536
92066359,92066364
91824413,92054144
91831813,91831936
92605395,92605422
72583556,63808117
96345717,96346252
95596053,95596056
93533109,96339865
108845955,96344468
6471147,95569814
5684082,92484536
92107945,95605246
2835726,92484536
96349365,93517465
92723429,96378076
6471147,92488394
4345164,92484536
91826117,91829282
103424331,341011877
91847457,91847461
6471147,115367927
92479117,92478957
4925897,96341915
6471147,119839239
91847461,91847501
96344664,96344666
91826370,91826802
35882707,92840144
92484536,93522906
92500399,3734366
35882707,92840280
95579613,95065679
95066081,96952991
96339587,95412253
92709572,93720348
92056212,92056220
96346183,96346185
341011877,96982361
35882707,96378076
96345983,96345986
121873874,104619357
63808117,93575548
6471147,350228490
23338692,95613428
92071911,282115659
18942922,126802629
95564488,95564597
96347466,96347471
95541763,96349393
23338692,92488962
92479117,114483990
6471147,95412253
92748480,96365231
92499689,92499694
91823336,91823339
92066218,92066223
91827947,91827950
92494706,92494957
92726651,92726978
91829452,91829471
350284997,291348343
92084704,92084710
57897409,93533109
